.chain,.iteration,.draw,(Intercept),Father,sigma,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__
1,1,1,66.71241391430843,0.9724236987717583,3.5745871953665747,0.9602648897986735,0.5837923360325429,3,7,0,1915.3761239622586
1,2,2,66.72174854773453,0.6481098018011082,3.3164100834497687,0.9468165516104629,0.5837923360325429,3,7,0,1917.1969960196732
1,3,3,66.6968100532462,0.692903332045458,3.250550875013946,0.9867419862413014,0.5837923360325429,3,7,0,1917.8297946681982
1,4,4,66.73581989568456,0.999563959457156,3.551403581492567,0.969870179825854,0.5837923360325429,3,7,0,1918.5436309596691
1,5,5,66.57400415110088,0.8745022827116916,3.6271529259185913,0.9235605524092774,0.5837923360325429,3,7,0,1917.2898368052938
1,6,6,66.69812998258446,0.6760137554497266,3.284345521343676,0.9398696334957332,0.5837923360325429,3,7,0,1919.7291189371801
1,7,7,66.7876562072017,0.7079922518479291,3.4301033629822086,0.9301937714115125,0.5837923360325429,2,7,0,1919.1390680818577
1,8,8,66.70887165916501,0.7091412175434939,3.4865142849353776,1,0.5837923360325429,3,7,0,1915.5802056796017
1,9,9,66.81394667741941,0.7521152847614012,3.4891539511270375,0.9952726845719747,0.5837923360325429,3,7,0,1915.6798052043755
1,10,10,66.666470741608,0.8834991240363207,3.546892044362404,0.9802383716805505,0.5837923360325429,3,7,0,1915.3102108820676
1,11,11,66.56623148839338,0.7588317330835064,3.4091034211669284,0.9482106688251166,0.5837923360325429,3,7,0,1916.2547884375695
1,12,12,66.7276281781885,0.8855369170779781,3.5841109211423787,0.932783118238841,0.5837923360325429,3,7,0,1916.1999185361476
1,13,13,66.77727942257478,0.8383731711679414,3.325595723510749,1,0.5837923360325429,3,7,0,1915.0646950472437
1,14,14,66.61965802135026,0.8857102909974891,3.5363991787652234,1,0.5837923360325429,3,7,0,1914.7443409085413
1,15,15,66.69831742481063,0.8980547921116222,3.3558693777975424,0.987895127547539,0.5837923360325429,3,7,0,1915.163614685718
1,16,16,66.66697263351075,0.8604706613394176,3.408177572521109,0.9877483716861911,0.5837923360325429,2,7,0,1914.1996719333588
1,17,17,66.61041682391945,1.1168113003320983,3.495093432088276,0.8691300409609015,0.5837923360325429,2,3,0,1915.8525681446663
1,18,18,66.78122234401917,0.7898294330331064,3.493365832133618,0.9957595349703894,0.5837923360325429,2,7,0,1915.7108238810756
1,19,19,66.95272218380235,1.000479674647298,3.60055629273405,0.8124033043537521,0.5837923360325429,2,3,0,1917.7121518984777
1,20,20,66.86958406608227,0.9578443588338615,3.566913783243531,0.995995918735581,0.5837923360325429,2,3,0,1917.1721962434842
1,21,21,66.80598445724738,0.8775233918829091,3.339793524672447,0.9884094627175549,0.5837923360325429,3,7,0,1916.8233535564598
1,22,22,66.70122073190318,0.8644563382096635,3.396559044446309,1,0.5837923360325429,2,3,0,1914.3961444476083
1,23,23,66.78838009396873,0.7945727107270978,3.4429976995692253,0.9773863320661168,0.5837923360325429,3,7,0,1914.058983188038
1,24,24,66.77319133185226,0.7297784958499154,3.4764778363221125,0.9256412033078871,0.5837923360325429,2,3,0,1915.1079643808291
1,25,25,66.72878897998591,0.9884557047478136,3.3676586509360655,0.9970313384175632,0.5837923360325429,3,7,0,1915.0599303658178
1,26,26,66.72614429832466,0.8797096672360925,3.4132217351664065,0.9928611754241253,0.5837923360325429,2,3,0,1914.2121161196028
1,27,27,66.77685647324527,0.9616331180031044,3.288421939722239,0.758323510289137,0.5837923360325429,1,3,0,1917.1717017350165
1,28,28,66.55255020006564,0.8183167300265849,3.6129397910814243,0.9942312604291751,0.5837923360325429,3,7,0,1916.5771264496695
1,29,29,66.88957410726066,0.7835969621938568,3.3178300269036445,0.9870313867403756,0.5837923360325429,3,7,0,1917.3027246918357
1,30,30,66.70136195225689,1.1228594446109137,3.52807150295202,0.9856304069069405,0.5837923360325429,3,7,0,1917.1534810521293
1,31,31,66.60603800728576,0.7409313717726437,3.3684594897907143,0.9989184729950126,0.5837923360325429,3,7,0,1915.770586855128
1,32,32,66.7919089144882,1.088393918149177,3.4687201684262443,0.9602697540520426,0.5837923360325429,3,7,0,1916.909574576736
1,33,33,66.86147352318801,1.0755200773808156,3.4594865523645244,0.9871089173304269,0.5837923360325429,2,7,0,1915.6534519446373
1,34,34,66.55931735541546,0.7017716171749901,3.446359067606228,0.9545560542722132,0.5837923360325429,3,7,0,1917.3636047398086
1,35,35,66.84003890500931,0.9919404677058592,3.3535259549095136,0.9508117015042419,0.5837923360325429,3,7,0,1917.0197353535261
1,36,36,66.82333452429998,0.6771851779249682,3.3212509583777425,0.894884025693823,0.5837923360325429,3,7,0,1918.4429532334802
1,37,37,66.70669419834302,0.7470327004787931,3.462424291652695,0.9529735612694928,0.5837923360325429,2,3,0,1917.5553174874515
1,38,38,66.76609149550217,0.9619249579132437,3.4058651263516513,0.9794058448547646,0.5837923360325429,2,7,0,1914.679742249548
1,39,39,66.61792831334436,0.7810469444892608,3.4294042004626375,0.9643324686472853,0.5837923360325429,2,7,0,1914.7683582490054
1,40,40,66.77952625773973,0.9853834978242789,3.3621946326888428,0.9867226537216972,0.5837923360325429,3,7,0,1914.7069324063052
1,41,41,66.6231257437606,0.9506611893197926,3.4636589716287314,0.8732835230814836,0.5837923360325429,2,7,0,1917.5931408700376
1,42,42,66.83693757486941,0.8253484939100384,3.432520616618216,0.9523396997990234,0.5837923360325429,3,7,0,1915.3655714649794
1,43,43,66.60295906550972,0.7371834029441883,3.4644804349768568,0.9756480586424393,0.5837923360325429,3,7,0,1915.1540463675458
1,44,44,66.76558747423778,0.9521943862248674,3.4534540614165943,0.9316566607796124,0.5837923360325429,3,7,0,1917.351516851644
1,45,45,66.72941596176315,0.9620507599720094,3.4505843257168705,0.9991652367302603,0.5837923360325429,2,7,0,1913.746448256356
1,46,46,66.62953375806238,1.0032152753373191,3.5677577539108,0.8949788219514992,0.5837923360325429,2,3,0,1915.2433486544528
1,47,47,66.91973657559527,0.8950776614701945,3.4454210347939234,0.9954177807815636,0.5837923360325429,3,7,0,1916.2037419090418
1,48,48,66.86220002656457,0.946836662499392,3.4214405817317526,0.9985003397606196,0.5837923360325429,3,7,0,1915.0489971051097
1,49,49,66.93038204821524,0.8870798306021953,3.400123068839229,0.9558918970591689,0.5837923360325429,2,3,0,1915.546256862022
1,50,50,66.39132013122223,0.8609785154718501,3.4102569812030277,0.9379788180967974,0.5837923360325429,3,7,0,1917.7803426569105
1,51,51,66.42942963198098,0.8139787810969529,3.4118568863151597,1,0.5837923360325429,3,7,0,1916.6248266529412
